address,N_of_agg,row_inc,distance,bank,row,col,byteoffset,expected_value,flipped_value,hour,min,sec,hammering
0x202908d505,47,2,2,3,1169,848,5,ff,7f,334,49,46,279
0x200c191bb3,43,2,2,3,1538,446,3,0,4,336,54,13,280
0x2019771958,50,2,2,0,3246,403,0,ff,7f,341,44,2,281
0x203f2019cd,49,2,2,1,3992,409,5,ff,f7,342,31,59,282
0x20054fc12c,43,2,2,3,679,533,4,0,8,346,26,55,283
0x20255545a8,48,2,2,0,690,605,0,0,2,346,42,2,284
0x20317c116b,51,2,2,2,2232,277,3,ff,ef,348,52,35,285
0x201088c6b1,50,2,2,0,2113,622,1,ff,fe,350,57,27,286
0x2036b90aef,50,2,2,1,2906,173,7,0,10,352,48,9,287
0x201f080fb0,48,2,2,3,3968,254,0,ff,f7,353,55,17,288
0x20335ccc81,43,2,2,2,2481,712,1,ff,bf,355,45,7,289
0x2026cc838c,45,2,2,0,881,57,4,0,80,357,40,50,290
0x200108d126,48,2,2,3,129,788,6,0,2,358,19,58,291
0x20032b0d7b,45,2,2,3,398,215,3,0,4,358,43,33,292
0x2039cf1705,26,2,2,1,3318,368,5,ff,ef,361,43,54,293
0x2039cf541d,26,2,2,1,3318,835,5,ff,df,361,43,54,294
0x202be7db76,51,2,2,3,1535,950,6,ff,ef,362,54,48,295
0x200f56cebf,47,2,2,0,1957,751,7,0,8,363,56,35,296
0x2020281c41,42,2,2,2,24,448,1,0,20,364,10,17,297
0x2032331df3,50,2,2,1,2334,478,3,ff,fe,365,23,44,298
0x201a2bcde3,43,2,2,2,3343,732,3,0,2,367,42,10,299
0x2020b24d66,51,2,2,3,92,724,6,ff,ef,368,7,36,300
0x2009cf1434,47,2,2,1,1254,326,4,0,10,369,52,42,301
0x203c3811cd,41,2,2,3,3608,281,5,0,80,370,54,24,302
0x2036478789,18,2,2,0,2871,121,1,0,80,373,49,53,303
0x2007ffc86a,49,2,2,0,1007,645,2,0,8,374,46,33,304
0x201944da9f,49,2,2,1,3233,939,7,0,80,374,51,24,305
0x201232dbd4,45,2,2,1,2317,954,4,ff,ef,375,34,4,306
0x202dce1a37,50,2,2,1,1780,422,7,0,80,377,1,28,307
0x201a66026f,51,2,2,0,3372,37,7,0,8,377,1,36,308
0x203aa84a57,51,2,2,0,3416,674,7,0,40,377,1,36,309
0x2009cf1434,51,2,2,1,1254,326,4,0,10,377,40,9,310
0x202b18990d,47,2,2,2,1425,401,5,ff,fe,378,22,48,311
0x2036e68544,46,2,2,2,2941,80,4,ff,7f,379,20,24,312
0x20047fc66d,47,2,2,3,559,613,5,0,2,382,28,20,313
0x203f2019cd,51,2,2,1,3992,409,5,ff,f7,383,12,14,314
0x2037dc8e9d,45,2,2,0,3057,235,5,ff,ef,385,25,55,315
0x2009cf1434,49,2,2,1,1254,326,4,0,10,386,29,10,316
0x200f3882d8,47,2,2,2,1929,43,0,ff,7f,386,48,8,317
0x203c7fc1ce,49,2,2,3,3647,537,6,0,80,387,12,37,318
0x201f080fb0,51,2,2,3,3968,254,0,ff,f7,387,12,58,319
0x201f080fb0,48,2,2,3,3968,254,0,ff,f7,387,55,44,320
0x2012b0897d,46,2,2,3,2377,151,5,0,80,389,12,25,321
0x203b90d5bd,43,2,2,2,3537,863,5,ff,bf,389,21,32,322
0x200bc41139,49,2,2,3,1504,279,1,0,4,389,51,24,323
0x202be745e1,49,2,2,3,1534,604,1,0,10,389,51,24,324
0x200733d4c1,34,2,2,0,911,840,1,0,40,391,39,44,325
0x20082157cf,48,2,2,0,1034,889,7,ff,bf,394,1,20,326
0x203f2019cd,37,2,2,1,3992,409,5,ff,f7,394,18,59,327
0x200d4e55aa,51,2,2,3,1700,861,2,ff,ef,395,4,33,328
0x200c7e406d,49,2,2,3,1580,517,5,ff,bf,396,21,12,329
0x202f834e9d,19,2,2,3,2006,747,5,ff,fd,396,41,33,330
0x2031b3cdcd,51,2,2,2,2271,729,5,ff,bf,396,55,11,331
0x2015fc95c1,45,2,2,0,2793,344,1,ff,fb,398,30,20,332
0x2009fd4246,51,2,2,0,1258,544,6,0,2,398,31,21,333
0x20025f1601,51,2,2,3,294,352,1,0,40,398,31,29,334
0x20311bc92d,47,2,2,2,2199,661,5,0,20,400,2,12,335
0x2001fd00ef,45,2,2,0,234,13,7,0,80,402,35,46,336
0x2014efcc6c,51,2,2,0,2671,709,4,ff,df,403,53,47,337
0x202822c6d3,34,2,2,0,1053,618,3,ff,df,405,56,21,338
0x2018d641a3,45,2,2,3,3172,540,3,0,80,406,12,28,339
0x2004201355,51,2,2,0,520,306,5,0,1,406,13,22,340
0x2015fc95c1,48,2,2,0,2793,344,1,ff,fb,406,36,54,341
0x201e08c63c,51,2,2,2,3841,615,4,0,4,407,11,10,342
0x202ed4171b,51,2,2,3,1904,371,3,0,1,408,13,47,343
0x20151b18a7,49,2,2,2,2694,396,7,0,1,408,42,15,344
0x2017dd4c9c,40,2,2,0,3042,715,4,0,1,409,43,20,345
0x20255545a8,43,2,2,0,690,605,0,0,2,411,20,3,346
0x2024ec136e,48,2,2,0,632,309,6,0,40,413,1,54,347
0x2004c682a8,50,2,2,2,613,45,0,ff,fe,413,45,39,348
0x2027d78689,45,2,2,2,1015,105,1,0,40,413,54,26,349
0x200e66586e,51,2,2,0,1836,901,6,ff,fe,414,33,52,350
0x2019771958,51,2,2,0,3246,403,0,ff,7f,417,17,28,351
0x200ba88ed1,49,2,2,1,1481,234,1,0,8,417,31,37,352
0x2004201355,45,2,2,0,520,306,5,0,1,419,2,22,353
0x201119caa1,47,2,2,2,2179,684,1,0,1,419,12,24,354
0x2011e60fcb,41,2,2,3,2284,249,3,0,8,421,50,17,355
0x202b754f45,51,2,2,0,1466,752,5,0,2,422,44,46,356
0x203955deb4,51,2,2,0,3251,1006,4,0,80,423,18,26,357
0x2033ced53c,17,2,2,1,2549,855,4,0,4,424,55,24,358
0x2015fc95c1,21,2,2,0,2793,344,1,ff,fb,425,48,37,359
0x200d288b43,45,2,2,3,1673,176,3,0,1,426,39,40,360
0x2030745857,51,2,2,1,2104,898,7,0,10,427,9,29,361
0x2014efcc6c,45,2,2,0,2671,709,4,ff,df,427,32,29,362
0x2019771958,42,2,2,0,3246,403,0,ff,7f,427,36,51,363
0x2012304ac4,51,2,2,1,2312,680,4,ff,7f,427,38,22,364
0x2020b24d66,51,2,2,3,92,724,6,ff,ef,429,38,45,365
0x202b00431d,51,2,2,1,1424,563,5,0,20,429,53,6,366
0x2029f74743,45,2,2,2,1278,624,3,ff,ef,430,25,48,367
0x200a4f5a27,45,2,2,2,1318,932,7,ff,fd,430,25,48,368
0x203eab8171,17,2,2,0,3935,22,1,0,1,432,22,58,369
0x2008ef16fe,45,2,2,0,1134,367,6,0,10,432,30,54,370
0x2024901ebb,49,2,2,3,592,495,3,0,4,434,12,44,371
0x2020b9c44d,17,2,2,1,91,577,5,ff,fe,434,32,54,372
0x201a1841bd,51,2,2,3,3328,543,5,ff,bf,434,46,46,373
0x203ae5505d,50,2,2,2,3450,771,5,ff,ef,435,1,0,374
0x201793df36,47,2,2,2,3015,1014,6,ff,bf,437,15,12,375
0x2011001d18,45,2,2,1,2176,467,0,0,40,437,53,21,376
0x20261250a8,51,2,2,1,788,781,0,ff,ef,440,4,16,377
0x20395cdfbd,51,2,2,2,3249,1023,5,0,2,440,9,6,378
0x200f82c5ad,51,2,2,3,1989,605,5,ff,fd,441,16,31,379
